OBJECTID	WheatYield	Wheatbyprod	WheatCRep	RapsYield	RapsByprod	RapsCRep	DeltaC	DeltaCO2	DeltaCPetersen	CO2Lossha	CO2Pix
223917	37,00137552	560,0528199	1027,367469	26,9	749,171456	970,3543904	57,01307874	209,0479554	5,701307874	20,90479554	522,6198884
392249	42,64099037	645,4140302	1142,040578	31	863,35744	1106,180896	35,85968169	131,4854995	3,585968169	13,14854995	328,7137488
201402	37,27647868	564,2167813	1032,961279	27,1	754,741504	976,9800736	55,98120564	205,2644207	5,598120564	20,52644207	513,1610517
181175	42,50343879	643,3320495	1139,243673	30,9	860,572416	1102,868054	36,37561824	133,3772669	3,637561824	13,33772669	333,4431672
175341	37,27647868	564,2167813	1032,961279	27,1	754,741504	976,9800736	55,98120564	205,2644207	5,598120564	20,52644207	513,1610517
241747	37,00137552	560,0528199	1027,367469	26,9	749,171456	970,3543904	57,01307874	209,0479554	5,701307874	20,90479554	522,6198884
15899	36,31361761	549,6429161	1013,382944	26,4	735,246336	953,7901824	59,59276127	218,5067913	5,959276127	21,85067913	546,2669783
179775	37,27647868	564,2167813	1032,961279	27,1	754,741504	976,9800736	55,98120564	205,2644207	5,598120564	20,52644207	513,1610517
183382	42,50343879	643,3320495	1139,243673	30,9	860,572416	1102,868054	36,37561824	133,3772669	3,637561824	13,33772669	333,4431672
217784	37,27647868	564,2167813	1032,961279	27,1	754,741504	976,9800736	55,98120564	205,2644207	5,598120564	20,52644207	513,1610517
234253	27,78541953	420,56011	839,974828	20,2	562,574848	748,3940032	91,58082481	335,7963576	9,158082481	33,57963576	839,4908941
230364	42,50343879	643,3320495	1139,243673	30,9	860,572416	1102,868054	36,37561824	133,3772669	3,637561824	13,33772669	333,4431672
158840	43,32874828	655,823934	1156,025103	31,5	877,28256	1122,745104	33,27999915	122,0266636	3,327999915	12,20266636	305,0666589
196111	42,50343879	643,3320495	1139,243673	30,9	860,572416	1102,868054	36,37561824	133,3772669	3,637561824	13,33772669	333,4431672
167759	42,50343879	643,3320495	1139,243673	30,9	860,572416	1102,868054	36,37561824	133,3772669	3,637561824	13,33772669	333,4431672
204305	42,50343879	643,3320495	1139,243673	30,9	860,572416	1102,868054	36,37561824	133,3772669	3,637561824	13,33772669	333,4431672
145449	43,32874828	655,823934	1156,025103	31,5	877,28256	1122,745104	33,27999915	122,0266636	3,327999915	12,20266636	305,0666589
232020	27,78541953	420,56011	839,974828	20,2	562,574848	748,3940032	91,58082481	335,7963576	9,158082481	33,57963576	839,4908941
223091	27,78541953	420,56011	839,974828	20,2	562,574848	748,3940032	91,58082481	335,7963576	9,158082481	33,57963576	839,4908941
223754	37,27647868	564,2167813	1032,961279	27,1	754,741504	976,9800736	55,98120564	205,2644207	5,598120564	20,52644207	513,1610517
196922	37,27647868	564,2167813	1032,961279	27,1	754,741504	976,9800736	55,98120564	205,2644207	5,598120564	20,52644207	513,1610517
49441	36,31361761	549,6429161	1013,382944	26,4	735,246336	953,7901824	59,59276127	218,5067913	5,959276127	21,85067913	546,2669783
241734	37,00137552	560,0528199	1027,367469	26,9	749,171456	970,3543904	57,01307874	209,0479554	5,701307874	20,90479554	522,6198884
401991	49,2434663	745,3491059	1276,292022	35,8	997,038592	1265,197293	11,09472921	40,68067377	1,109472921	4,068067377	101,7016844
